log_id,case_id,source,format_family,outcome_class,record_validity,entity_type,entity_type_validity,email_address,email_address_validity,resource_url,resource_url_validity,event_timestamp,event_timestamp_validity,tool,tool_validity,latitude,latitude_validity,longitude,longitude_validity,ip_address,ip_address_validity,action_phrase,action_phrase_validity,status,status_validity,secondary_values,scenario_tags,notes
1769,GEN-01707,generated,F2,DECLINED,VALID,Service Account,VALID,svc-billing-sync@infra.example.internal,VALID,s3://prod-backups/daily/2026-02-13/,VALID,2026-05-30T20:40:42Z,VALID,Ansible 2.16.4,VALID,35.723,VALID,139.665,VALID,10.142.100.142,VALID,failed to log in to,VALID,401 Unauthorized,VALID,,coordinates_decimal;date_in_resource;entity_multi_word;resource_s3;sentence_template_A;timestamp_style_iso_z,
1770,GEN-01708,generated,F1,SUCCESS,VALID,SERVICE_ACCOUNT,VALID,ci-runner-09@build.example.internal,VALID,/srv/data/exports/customers_2026-01-10.csv,VALID,2026-06-13T19:38:44Z,VALID,aws-cli/2.15.0,VALID,64.163,VALID,-21.989,VALID,172.28.59.117,VALID,ACCESS GRANTED,VALID,OK,VALID,,coordinates_combined_field;coordinates_decimal;date_in_resource;resource_linux;timestamp_style_iso_z,
1771,GEN-01709,generated,F1,SUCCESS,VALID,customer,VALID,sipho.kulkarni59@shop.example.org,VALID,/orders/54396,VALID,2026-01-21T22:03:27Z,VALID,Firefox/125.0,VALID,18.4910,VALID,73.8300,VALID,2001:db8:a05b:e7ce::3099,VALID,Authenticated successfully,VALID,ok,VALID,,coordinates_combined_field;coordinates_decimal;ipv6_compressed;resource_relative_shop;timestamp_style_iso_z,
1772,GEN-01710,generated,F3,DECLINED,VALID,user,VALID,GRACE.BROWN@HQ.EXAMPLE.NET,VALID,https://portal.corp.example.com/reports/weekly,VALID,2026-03-03T17:23:40.191Z,VALID,Chrome/123.0.6312.122,VALID,18.5014,VALID,73.8723,VALID,203.0.113.121,VALID,blocked by policy,VALID,403,VALID,,coordinates_decimal;coordinates_json_object;email_uppercase;resource_https_portal;status_numeric_json;syslog_rfc5424;timestamp_style_iso_ms_z,
1773,GEN-01711,generated,F5,SUCCESS,VALID,CUSTOMER,VALID,elena.murphy@example.com,VALID,/wishlist,VALID,25-04-2026 21:53:02,VALID,Chrome/123.0.6312.122,VALID,18.538,VALID,73.877,VALID,::ffff:192.0.2.30,VALID,Access granted,VALID,SUCCESS,VALID,,coordinates_decimal;ipv6_ipv4_mapped;resource_relative_shop;timestamp_no_timezone;timestamp_style_dmy_hms,
1774,GEN-01712,generated,F4,SUCCESS,VALID,USER,VALID,kenji.rao72@mail.example.org,VALID,/documents/policies,VALID,10/Jan/2026:12:21:45 +0000,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",VALID,51.4974,VALID,-0.0935,VALID,198.51.100.120,VALID,Access granted,VALID,201,VALID,ip_like_in_tool=123.0.0.0,coordinates_decimal;email_angle_wrapper;ip_like_in_tool;resource_relative_portal;timestamp_style_apache;user_agent_full,
1775,GEN-01713,generated,F1,DECLINED,VALID,customer,VALID,anita.patel@customers.example.net,VALID,https://shop.example.org/checkout,VALID,2026-05-01 20:35:58,VALID,Chrome/124.0.6367.91,VALID,-33.8664,VALID,151.2531,VALID,10.148.253.104,VALID,Unauthorized attempt,VALID,403,VALID,,coordinates_decimal;email_angle_wrapper;resource_https_shop;timestamp_no_timezone;timestamp_style_space,
1776,GEN-01714,generated,F1,SUCCESS,VALID,guest,VALID,,MISSING,https://portal.corp.example.com/timesheets,VALID,2026-02-15 19:25:05,VALID,Chrome/123.0.6312.122,VALID,12.9219,VALID,77.6274,VALID,10.159.230.53,VALID,Login successful,VALID,OK,VALID,,coordinates_combined_field;coordinates_decimal;resource_https_portal;timestamp_no_timezone;timestamp_style_space,
1777,GEN-01715,generated,F4,NEUTRAL,VALID,USER,VALID,NOAH.PATEL@HQ.EXAMPLE.NET,VALID,https://portal.corp.example.com:8443/payslips,VALID,05/Jan/2026:06:56:11 -0300,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",VALID,-23.5601,VALID,-46.6101,VALID,2001:db8::599a,VALID,Password reset requested,VALID,202,VALID,client_port=37901,coordinates_decimal;coordinates_wkt_lon_lat_order;email_in_remote_user_slot;email_uppercase;ip_with_port;ipv6_short;resource_https_portal;timestamp_style_apache;user_agent_full,
1778,GEN-01716,generated,F1,SUCCESS,VALID,USER,VALID,noah.garcia@corp.example.com,VALID,https://portal.corp.example.com/leave/apply?id=3889,VALID,2026-05-25T01:22:10+10:00,VALID,,MISSING,-33.879950,VALID,151.232340,VALID,192.168.12.29,VALID,access granted,VALID,SUCCESS,VALID,,coordinates_decimal;email_mailto_wrapper;resource_https_portal;timestamp_style_iso_offset,
1779,GEN-01717,generated,F3,SUCCESS,VALID,service_account,VALID,svc-deploy@infra.example.internal,VALID,s3://prod-backups/daily/2026-06-10/,VALID,May  4 21:59:41,VALID,aws-cli/2.15.0,VALID,18.5375,VALID,73.8136,VALID,172.23.26.169,VALID,authentication succeeded,VALID,OK,VALID,,coordinates_decimal;coordinates_json_object;date_in_resource;resource_s3;syslog_rfc3164;syslog_space_padded_day;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
1780,GEN-01718,generated,F4,NEUTRAL,VALID,Service Account,VALID,svc-reporting@infra.example.internal,VALID,-,PLACEHOLDER,07/Mar/2026:00:42:11 +0300,VALID,psql/16.2,VALID,-1.3399,VALID,36.8210,VALID,172.17.8.241,VALID,Logout,VALID,200,VALID,,coordinates_decimal;coordinates_wkt_lon_lat_order;email_angle_wrapper;entity_multi_word;timestamp_style_apache,
1781,GEN-01719,generated,F2,DECLINED,VALID,Customer,VALID,wei.santos60@shop.example.org,VALID,https://shop.example.org/returns/15220,VALID,03/02/2026 01:04:49 AM,VALID,Edge/124.0.2478.67,VALID,19.0890,VALID,72.8710,VALID,172.23.15.169,VALID,failed to log in to,VALID,401 Unauthorized,VALID,client_port=61034,ambiguous_day_month_order;coordinates_decimal;ip_with_port;resource_https_shop;sentence_template_B;timestamp_no_timezone;timestamp_style_us_12h,
1782,GEN-01720,generated,F5,DECLINED,VALID,ADMIN,VALID,ELENA.MENON@HQ.EXAMPLE.NET,VALID,/iam/roles,VALID,16-02-2026 06:33,VALID,Chrome/124.0.6367.91,VALID,,MISSING,N/A,PLACEHOLDER,2001:db8::f851,VALID,ACCESS DENIED,VALID,failed,VALID,,email_uppercase;ipv6_short;resource_relative_admin;status_lowercase;timestamp_no_timezone;timestamp_style_dmy_hm,
1783,GEN-01721,generated,F1,DECLINED,VALID,SERVICE_ACCOUNT,VALID,svc-deploy@infra.example.internal,VALID,\\nas02\finance\reports\Q3\,VALID,1773381358,VALID,python-requests/2.31.0,VALID,"19°06'43.6""N",VALID,"72°50'12.1""E",VALID,172.17.118.197,VALID,Request blocked by policy,VALID,BLOCKED,VALID,,coordinates_dms;resource_unc;timestamp_style_epoch_s,
1784,GEN-01722,generated,F1,SUCCESS,VALID,guest,VALID,visitor.2556@guest.example.org,VALID,https://portal.corp.example.com/home,VALID,2026-06-15T01:18:19Z,VALID,MobileSafari/17.4.1,VALID,19.1213,VALID,72.8788,VALID,203.0.113.15,VALID,Authenticated successfully,VALID,ok,VALID,,coordinates_decimal;resource_https_portal;timestamp_style_iso_z,
1785,GEN-01723,generated,F1,SUCCESS,VALID,USER,VALID,zara.tanaka71@eu.corp.example.com,VALID,https://portal.corp.example.com/projects/alpha?id=8100,VALID,2026-04-06 09:33:13,VALID,Chrome/124.0.6367.91,VALID,,MISSING,,MISSING,10.200.60.42,VALID,Request allowed,VALID,SUCCESS,VALID,,compact_delimiters;field_order_varied;resource_https_portal;timestamp_no_timezone;timestamp_style_space,
1786,GEN-01724,generated,F2,SUCCESS,INVALID,User,VALID,daniel_desai@@corp.example.com,INVALID,/dashboard,VALID,07/Mar/2026:11:43:20 +0000,VALID,Firefox/125.0,VALID,51.5009963,VALID,-0.0926761,VALID,2001:0db8:35d7:c60a:c385:72fb:38ec:f1c1,VALID,was allowed to access,VALID,201 Created,VALID,,coordinates_decimal;email_invalid_double_at;ipv6_full;resource_relative_portal;sentence_template_B;timestamp_style_apache,
1787,GEN-01725,generated,F1,DECLINED,VALID,GUEST,VALID,guest_2969@example.com,VALID,,MISSING,2026-05-20T07:43:28Z,VALID,Safari/17.4.1,VALID,18.5332,VALID,73.8269,VALID,2001:db8:831:6db2::343a,VALID,access denied,VALID,DENIED,VALID,,coordinates_decimal;email_mailto_wrapper;ipv6_compressed;timestamp_style_iso_z,
1788,GEN-01726,generated,F4,DECLINED,VALID,User,VALID,MATEO.LI@CORP.EXAMPLE.COM,VALID,https://portal.corp.example.com/home?id=9378,VALID,2026-06-20 05:02:00.642,VALID,-,PLACEHOLDER,40.6682,VALID,-73.9571,VALID,192.0.2.150,VALID,Forbidden,VALID,403,VALID,client_port=60499,coordinates_decimal;coordinates_wkt_lon_lat_order;email_angle_wrapper;email_uppercase;ip_with_port;resource_https_portal;timestamp_no_timezone;timestamp_style_space_ms,
1789,GEN-01727,generated,F3,DECLINED,VALID,customer,VALID,,MISSING,/checkout,VALID,May  7 09:59:29,VALID,Firefox/124.0.2,VALID,12.9660729,VALID,77.5823103,VALID,192.0.2.116,VALID,access denied,VALID,403,VALID,,coordinates_decimal;json_spaced;resource_relative_shop;status_numeric_json;syslog_rfc3164;syslog_space_padded_day;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
1790,GEN-01728,generated,F4,SUCCESS,VALID,Customer,VALID,KAVYA.IYER@EXAMPLE.COM,VALID,/checkout,VALID,02/Mar/2026:00:29:05 +0000,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",VALID,64.1370,VALID,-21.9659,VALID,192.0.2.201,VALID,Access granted,VALID,201,VALID,,coordinates_combined_field;coordinates_decimal;email_in_remote_user_slot;email_uppercase;resource_relative_shop;timestamp_style_apache;user_agent_full,
1791,GEN-01729,generated,F2,SUCCESS,VALID,Service Account,VALID,ci-runner-17@build.example.internal,VALID,s3://analytics-raw/events/dt=2026-05-21/part-81436.snappy.parquet,VALID,11/Jun/2026:15:02:41 +0000,VALID,OpenSSH_9.6p1,VALID,51.4687,VALID,-0.1434,VALID,172.20.174.231,VALID,was allowed to access,VALID,200 OK,VALID,,coordinates_decimal;date_in_resource;email_angle_wrapper;entity_multi_word;resource_s3;sentence_template_A;timestamp_style_apache,
1792,GEN-01730,generated,F4,DECLINED,VALID,USER,VALID,amara_andersen@corp.example.com,VALID,https://portal.corp.example.com/projects/alpha?id=5082,VALID,12/Jun/2026:23:13:24 +0900,VALID,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67",VALID,35.64095,VALID,139.65439,VALID,172.25.245.221,VALID,Forbidden,VALID,403,VALID,ip_like_in_tool=124.0.0.0,coordinates_combined_field;coordinates_decimal;email_in_remote_user_slot;ip_like_in_tool;resource_https_portal;timestamp_style_apache;user_agent_full,
1793,GEN-01731,generated,F1,DECLINED,VALID,CUSTOMER,VALID,fatima.ivanova+alerts@shop.example.org,VALID,https://shop.example.org/wishlist,VALID,2026-06-16T11:57:01.489+05:30,VALID,MobileSafari/17.4.1,VALID,18.570069,VALID,73.887622,VALID,2001:db8:d8d:6e07::c46e,VALID,access denied,VALID,403,VALID,,coordinates_decimal;email_plus_tag;ipv6_compressed;resource_https_shop;timestamp_style_iso_ms_offset,
1794,GEN-01732,generated,F4,NEUTRAL,VALID,Service Account,VALID,svc-reporting@infra.example.internal,VALID,https://artifacts.example.internal/releases/8.3.3.86/app-8.3.3.86.zip,VALID,2026-01-18 20:31:23.500,VALID,OpenSSH_9.6p1,VALID,19.059,VALID,72.859,VALID,172.19.245.241,VALID,Rate limit exceeded,VALID,429,VALID,ip_like_in_resource=8.3.3.86,coordinates_decimal;coordinates_wkt_lon_lat_order;email_angle_wrapper;entity_multi_word;ip_like_in_resource;resource_https_internal;timestamp_no_timezone;timestamp_style_space_ms,
1795,GEN-01733,generated,F1,SUCCESS,VALID,User,VALID,noah.joshi@example.com,VALID,https://portal.corp.example.com:8443/reports/q1?id=3456,VALID,2026-04-01T20:51:42+05:30,VALID,Chrome/123.0.6312.122,VALID,,MISSING,,MISSING,192.0.2.204,VALID,Permission granted,VALID,,MISSING,,empty_value;resource_https_portal;timestamp_style_iso_offset,
1796,GEN-01734,generated,F4,SUCCESS,VALID,SERVICE_ACCOUNT,VALID,svc-deploy@infra.example.internal,VALID,https://vault.corp.example.com/secrets/staging,VALID,2026-04-12 20:41:10.625,VALID,terraform/1.7.2,VALID,,MISSING,,MISSING,10.22.172.200,VALID,Request allowed,VALID,200,VALID,,email_angle_wrapper;resource_https_internal;timestamp_no_timezone;timestamp_style_space_ms,
1797,GEN-01735,generated,F1,NEUTRAL,VALID,USER,VALID,noah_ivanova@corp.example.com,VALID,-,PLACEHOLDER,2026-02-24T21:42:12.325+00:00,VALID,Chrome/124.0.6367.91,VALID,64.0974,VALID,-21.8968,VALID,192.168.50.41,VALID,Upstream error,VALID,ERROR,VALID,,compact_delimiters;coordinates_combined_field;coordinates_decimal;timestamp_style_iso_ms_offset,
1798,GEN-01736,generated,F1,SUCCESS,VALID,user,VALID,rohan.li28@example.co.uk,VALID,/timesheets,VALID,2026-05-12T13:56:04Z,VALID,Firefox/124.0.2,VALID,"12°59'10.7""N",VALID,"77°35'12.1""E",VALID,198.51.100.150,VALID,Login successful,VALID,302,VALID,,coordinates_dms;email_multi_part_tld;resource_relative_portal;timestamp_style_iso_z,
1799,GEN-01737,generated,F2,DECLINED,VALID,User,VALID,arjun2313@corp.example.com,VALID,/payslips,VALID,2026-04-06T23:49:33Z,VALID,Safari/17.4.1,VALID,35.6669,VALID,139.6686,VALID,198.51.100.234,VALID,was refused access to,VALID,BLOCKED,VALID,,coordinates_decimal;email_angle_wrapper;resource_relative_portal;sentence_template_A;timestamp_style_iso_z,
1800,GEN-01738,generated,F5,SUCCESS,VALID,CUSTOMER,VALID,sipho.ivanova+test@example.com,VALID,/cart,VALID,20-05-2026 03:40,VALID,Firefox/124.0.2,VALID,18.4898,VALID,73.8329,VALID,203.0.113.42,VALID,Access granted,VALID,SUCCESS,VALID,,coordinates_decimal;email_plus_tag;resource_relative_shop;timestamp_no_timezone;timestamp_style_dmy_hm,
1801,EC-063,curated,F4,SUCCESS,VALID,User,VALID,grace.andersen@corp.example.com,VALID,/dashboard,VALID,25/Mar/2026:10:10:10 +0000,VALID,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67",VALID,,MISSING,,MISSING,192.0.2.140,VALID,Login successful,VALID,200,VALID,,user_agent_full;user_agent_multiple_browser_tokens,Edge user agent also contains Chrome and Safari tokens.
1802,GEN-01739,generated,F1,DECLINED,VALID,GUEST,VALID,guest_1038@example.com,VALID,https://portal.corp.example.com/projects/alpha?id=4053,VALID,2026-03-05T20:53:13.609Z,VALID,Chrome/123.0.6312.122,VALID,-33.8318,VALID,151.2201,VALID,2001:db8:97b7:e6df::7656,VALID,Unauthorized attempt,VALID,403,VALID,,coordinates_decimal;ipv6_compressed;resource_https_portal;timestamp_style_iso_ms_z,
1803,GEN-01740,generated,F4,NEUTRAL,VALID,USER,VALID,rdesai@corp.example.com,VALID,https://portal.corp.example.com/payslips,VALID,17/Feb/2026:02:07:38 +0000,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",VALID,,MISSING,-21.929,VALID,192.0.2.222,VALID,Internal server error,VALID,503,VALID,,coordinates_decimal;coordinates_partial;email_in_remote_user_slot;resource_https_portal;timestamp_style_apache;user_agent_full,
1804,GEN-01741,generated,F4,SUCCESS,VALID,USER,VALID,-,PLACEHOLDER,https://portal.corp.example.com/calendar,VALID,2026-03-26T03:01:42+05:30,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",VALID,18.5306,VALID,73.8180,VALID,172.31.23.173,VALID,Access granted,VALID,201,VALID,,coordinates_combined_field;coordinates_decimal;resource_https_portal;timestamp_style_iso_offset;user_agent_full,
1805,GEN-01742,generated,F4,SUCCESS,VALID,Admin,VALID,ethan_tanaka@corp.example.com,VALID,/admin/billing/export,VALID,04/Jan/2026:18:55:37 +1000,VALID,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",VALID,-33.8869,VALID,151.2038,VALID,192.168.220.211,VALID,Access granted,VALID,200,VALID,client_port=23410;ip_like_in_tool=123.0.0.0,coordinates_decimal;coordinates_wkt_lon_lat_order;email_in_remote_user_slot;ip_like_in_tool;ip_with_port;resource_relative_admin;timestamp_style_apache;user_agent_full,
1806,GEN-01743,generated,F1,SUCCESS,VALID,API_CLIENT,VALID,integration.lumen@partners.example.net,VALID,https://api.example.com/api/v2/shipments?status=in_transit,VALID,1775464848907,VALID,Go-http-client/1.1,VALID,35.63159,VALID,139.63367,VALID,203.0.113.208,VALID,Login successful,VALID,SUCCESS,VALID,,coordinates_decimal;resource_https_api;timestamp_style_epoch_ms,
1807,GEN-01744,generated,F1,DECLINED,VALID,USER,VALID,yuki.joshi@example.co.uk,VALID,https://portal.corp.example.com/reports/q1?id=5576,VALID,2026-05-31 02:29:08,VALID,Safari/17.4.1,VALID,19.045,VALID,72.863,VALID,192.0.2.60,VALID,Access denied,VALID,403,VALID,,coordinates_decimal;email_multi_part_tld;resource_https_portal;timestamp_no_timezone;timestamp_style_space,
1808,GEN-01745,generated,F3,SUCCESS,INVALID,customer,VALID,.meera.rossi@shop.example.org,INVALID,https://shop.example.org/checkout,VALID,2026-05-14T20:01:48.520Z,VALID,null,PLACEHOLDER,64.144182,VALID,-21.928130,VALID,203.0.113.196,VALID,allowed,VALID,PASS,VALID,,coordinates_decimal;email_invalid_leading_dot;resource_https_shop;syslog_rfc5424;timestamp_style_iso_ms_z,
1809,GEN-01746,generated,F4,SUCCESS,VALID,USER,VALID,ingrid_garcia@example.gov.in,VALID,/timesheets,VALID,08/May/2026:14:00:14 -0300,VALID,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,VALID,-23.578,VALID,-46.616,VALID,192.0.2.149,VALID,Session started,VALID,-,PLACEHOLDER,,coordinates_combined_field;coordinates_decimal;email_angle_wrapper;email_multi_part_tld;resource_relative_portal;timestamp_style_apache;user_agent_full,
1810,GEN-01747,generated,F3,SUCCESS,VALID,customer,VALID,nadia.g.novak@mail.example.co.uk,VALID,/cart,VALID,Mar  2 06:48:30,VALID,Chrome/124.0.6367.91,VALID,1.3063098,VALID,103.8265791,VALID,192.168.18.247,VALID,request permitted,VALID,OK,VALID,,coordinates_decimal;coordinates_json_object;email_multi_part_tld;resource_relative_shop;syslog_rfc3164;syslog_space_padded_day;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
1811,GEN-01748,generated,F1,NEUTRAL,VALID,,MISSING,guest_6902@example.com,VALID,https://portal.corp.example.com/wiki/Onboarding,VALID,2026-02-10T04:14:58Z,VALID,Firefox/125.0,VALID,51.50,VALID,-0.09,VALID,192.168.200.199,VALID,Resource not found,VALID,NOT_FOUND,VALID,,coordinates_decimal;resource_https_portal;timestamp_style_iso_z,
1812,GEN-01749,generated,F4,DECLINED,VALID,Service Account,VALID,svc-deploy@infra.example.internal,VALID,https://vault.corp.example.com/secrets/prod,VALID,2026-03-17 00:09:59.466,VALID,OpenSSH_9.6p1,VALID,51.5541,VALID,-0.1166,VALID,192.168.155.218,VALID,Login failed,VALID,401,VALID,client_port=17678,coordinates_decimal;email_angle_wrapper;entity_multi_word;ip_with_port;resource_https_internal;timestamp_no_timezone;timestamp_style_space_ms,
1813,EC-064,curated,F4,SUCCESS,VALID,Customer,VALID,amara.okafor@shop.example.org,VALID,/m/account,VALID,26/Mar/2026:07:31:44 +0000,VALID,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",VALID,6.5244,VALID,3.3792,VALID,198.51.100.211,VALID,Login successful,VALID,302,VALID,,coordinates_wkt_lon_lat_order;user_agent_full;user_agent_mobile,WKT POINT is (longitude latitude).
1814,GEN-01750,generated,F5,SUCCESS,VALID,USER,VALID,lucas.li@corp.example.com,VALID,/wiki/Onboarding?id=5142,VALID,6/17/2026 10:33 AM,VALID,Firefox/125.0,VALID,"40°41'39.5""N",VALID,"74°02'30.8""W",VALID,192.0.2.39,VALID,Access granted,VALID,,MISSING,,coordinates_dms;resource_relative_portal;timestamp_no_timezone;timestamp_style_us_12h_short,
1815,GEN-01751,generated,F3,SUCCESS,VALID,bot,VALID,bot-monitor@infra.example.internal,VALID,https://status.example.com/api/ping,VALID,2026-01-27T05:46:19.412Z,VALID,curl/8.4.0,VALID,51.4708,VALID,-0.1206,VALID,10.194.158.246,VALID,authentication succeeded,VALID,ok,VALID,,coordinates_decimal;coordinates_geojson_lon_lat_order;resource_https_status;syslog_rfc5424;timestamp_style_iso_ms_z,
1816,GEN-01752,generated,F3,DECLINED,VALID,user,VALID,arjun.patel@corp.example.com,VALID,https://portal.corp.example.com/payslips#summary,VALID,Jun 25 10:50:35,VALID,Firefox/124.0.2,VALID,35.6413,VALID,139.6378,VALID,172.21.26.247,VALID,blocked by policy,VALID,REJECTED,VALID,,coordinates_combined_string;coordinates_decimal;json_spaced;resource_https_portal;syslog_rfc3164;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
1817,GEN-01753,generated,F5,SUCCESS,VALID,CUSTOMER,VALID,ETHAN.IVANOVA+TEST@MAIL.EXAMPLE.CO.UK,VALID,https://shop.example.org/returns/28755,VALID,03-06-2026 23:47,VALID,MobileSafari/17.4.1,VALID,1.39 N,VALID,103.83 E,VALID,192.168.159.63,VALID,Permitted,VALID,PASS,VALID,,ambiguous_day_month_order;coordinates_hemi_suffix;email_multi_part_tld;email_plus_tag;email_uppercase;resource_https_shop;timestamp_no_timezone;timestamp_style_dmy_hm,
1818,GEN-01754,generated,F1,SUCCESS,VALID,GUEST,VALID,guest_4440@example.com,VALID,/public/brochure.pdf,VALID,2026-01-18T08:47:01Z,VALID,,MISSING,,MISSING,,MISSING,172.30.37.26,VALID,access granted,VALID,OK,VALID,,resource_relative_public;timestamp_style_iso_z,
1819,GEN-01755,generated,F3,DECLINED,VALID,user,VALID,liam_silva@corp.example.com,VALID,https://portal.corp.example.com/reports/q1,VALID,May  4 16:07:52,VALID,Edge/124.0.2478.67,VALID,18.555,VALID,73.827,VALID,::ffff:192.0.2.254,VALID,permission denied,VALID,403,VALID,,coordinates_decimal;ipv6_ipv4_mapped;resource_https_portal;status_numeric_json;syslog_rfc3164;syslog_space_padded_day;timestamp_no_timezone;timestamp_no_year;timestamp_style_syslog,
1820,GEN-01756,generated,F1,DECLINED,VALID,USER,VALID,wei.nair+ops@corp.example.com,VALID,https://portal.corp.example.com:8443/reports/weekly?id=5101,VALID,2026-02-04T14:40:49Z,VALID,Firefox/124.0.2,VALID,,MISSING,,MISSING,198.51.100.1,VALID,access denied,VALID,403,VALID,,email_plus_tag;resource_https_portal;timestamp_style_iso_z,
1821,GEN-01757,generated,F4,SUCCESS,VALID,Admin,VALID,krao@corp.example.com,VALID,https://admin.corp.example.com/admin/payroll/export,VALID,23/Mar/2026:20:19:58 +0300,VALID,Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0,VALID,-1.3164254,VALID,36.8070058,VALID,192.0.2.232,VALID,Access granted,VALID,201,VALID,,coordinates_decimal;email_in_remote_user_slot;resource_https_admin;timestamp_style_apache;user_agent_full,
1822,GEN-01758,generated,F5,DECLINED,VALID,API_CLIENT,VALID,integration.bluefin@partners.example.net,VALID,ftp://files.example.net/outbound/batch_755.zip,VALID,13-06-2026 03:22,VALID,python-requests/2.31.0,VALID,12.9960,VALID,77.5451,VALID,192.0.2.46,VALID,Declined by policy,VALID,denied,VALID,,coordinates_decimal;resource_ftp;status_lowercase;timestamp_no_timezone;timestamp_style_dmy_hm,
1823,GEN-01759,generated,F3,SUCCESS,VALID,user,VALID,rahul_patel@corp.example.com,VALID,https://portal.corp.example.com/leave/apply,VALID,2026-04-23T04:48:42.116Z,VALID,Safari/17.4.1,VALID,,MISSING,,MISSING,2001:db8:bd1d:88e7::7049,VALID,allowed,VALID,,MISSING,,ipv6_compressed;resource_https_portal;syslog_rfc5424;timestamp_style_iso_ms_z,
1824,GEN-01760,generated,F1,DECLINED,VALID,user,VALID,noah.brown@corp.example.com,VALID,E:\HR\Contracts\2026\offer_17895.pdf,VALID,2026-04-25T08:29:33.847-03:00,VALID,Safari/17.4.1,VALID,-23.56704,VALID,-46.63608,VALID,192.0.2.156,VALID,Unauthorized attempt,VALID,403,VALID,,coordinates_decimal;email_angle_wrapper;resource_windows;timestamp_style_iso_ms_offset,
1825,GEN-01761,generated,F4,SUCCESS,VALID,ADMIN,VALID,-,PLACEHOLDER,/admin/audit,VALID,2026-01-11 17:03:00.230,VALID,psql/16.2,VALID,13.0124,VALID,77.6336,VALID,2001:db8::c57a,VALID,Session started,VALID,200,VALID,,coordinates_decimal;coordinates_wkt_lon_lat_order;ipv6_short;resource_relative_admin;timestamp_no_timezone;timestamp_style_space_ms,
1826,GEN-01762,generated,F3,SUCCESS,VALID,customer,VALID,fatima1228@example.com,VALID,null,PLACEHOLDER,2026-05-12T20:52:11.255Z,VALID,Edge/124.0.2478.67,VALID,-22.89793,VALID,-43.19864,VALID,10.0.72.32,VALID,authentication succeeded,VALID,SUCCESS,VALID,,coordinates_decimal;syslog_rfc5424;timestamp_style_iso_ms_z,
1827,GEN-01763,generated,F4,NEUTRAL,VALID,User,VALID,sneha2437@corp.example.com,VALID,/profile/settings,VALID,2026-06-15 02:54:09.741,VALID,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",VALID,18.5169,VALID,73.8353,VALID,192.0.2.191,VALID,Not found,VALID,404,VALID,,coordinates_decimal;email_in_remote_user_slot;resource_relative_portal;timestamp_no_timezone;timestamp_style_space_ms;user_agent_full,
1828,GEN-01764,generated,F1,SUCCESS,VALID,SERVICE_ACCOUNT,VALID,ci-runner-19@build.example.internal,VALID,\\nas02\finance\reports\Q3\,VALID,1779750028,VALID,kubectl/v1.29.3,VALID,19.12,VALID,72.86,VALID,192.168.121.99,VALID,access granted,VALID,,MISSING,,coordinates_decimal;resource_unc;timestamp_style_epoch_s,
1829,GEN-01765,generated,F2,SUCCESS,VALID,,MISSING,arjun.murphy@corp.example.com,VALID,https://portal.corp.example.com/documents/policies,VALID,2026-04-08T06:00:46Z,VALID,MobileSafari/17.4.1,VALID,64.1931,VALID,-21.9258,VALID,2001:db8:687f:9b69::7c2,VALID,was permitted to access,VALID,SUCCESS,VALID,,coordinates_decimal;ipv6_compressed;resource_https_portal;sentence_template_B;timestamp_style_iso_z,
