log_id,raw_log
1975,"Jun 23 23:54:26 sso01 openvpn[139]: {""principal_type"": ""user"", ""user"": ""yuki.haddad+test@corp.example.com"", ""resource"": ""/projects/alpha?id=5724"", ""remote_addr"": ""198.51.100.108"", ""msg"": ""allowed"", ""status"": 200}"
1976,"2001:db8:eacd:5821::85b - liam.smith+alerts@customers.example.net [2026-13-28T07:50:41+05:30] ""GET https://shop.example.org/cart HTTP/1.1"" 200 30024 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" type=Customer geo=19.043600,72.836240 msg=""Request allowed"""
1977,"[06/Apr/2026:19:39:20 +0530] Admin nkulkarni@hq.example.net logged in to /iam/roles via Chrome/123.0.6312.122 from 172.17.158.84 at lon 72°51'33.5""E [OK]"
1978,"06/14/2026 09:31:58 PM - User grace4383@corp.example.com successfully accessed https://portal.corp.example.com/leave/apply from 198.51.100.188 using Chrome/123.0.6312.122, location (51.4595, -0.1618), result 200 OK"
1979,"10.199.97.125:31715 - - [2026-05-15 07:27:32.983] ""GET /cart HTTP/1.1"" 403 9844 ""https://sso.example.com/login"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" role=Customer user=<amara.b.okafor@mail.example.co.uk> loc=POINT(-73.9986 40.7284) msg=""Blocked by WAF policy"""
1980,"1770724033389 | entity=guest | email=visitor.2751@guest.example.org | action=""access granted"" | resource=/events/2026/registration | tool=Safari/17.4.1 | ip=203.0.113.49 | lon= | status=200"
1981,"2026-05-02 13:55:58 | entity=user | email=emma.santos@eu.corp.example.com | action=""ACCESS DENIED"" | resource=https://portal.corp.example.com/timesheets | client=MobileSafari/17.4.1 | src_ip=203.0.113.238 | latitude=12.9477 | longitude=77.6293 | result=BLOCKED"
1982,"2026-02-06T01:09:35.060Z | email=visitor.3552@guest.example.org | action=Authentication failed | resource=/events/2026/registration | tool=unknown | ip=192.0.2.22 | lat=19°07'07.3""N | lon=72°53'00.6""E | status=401"
1983,"[2001:db8:3594:847d::c0bc]:12630 - - [2026-01-08 04:26:03.852] ""GET /wiki/Onboarding HTTP/1.1"" 201 21880 ""https://admin.corp.example.com/users/29743/edit"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" type=USER user=<.omar.novak@corp.example.com> geo=19.07680,72.85364 msg=""Authorized"""
1984,"2026-02-27T15:05:53.731Z | entity=SERVICE_ACCOUNT | email=svc-monitoring@infra.example.internal | action=Authentication failed | path=\\fileserver01\it$\scripts\rotate_keys.ps1 | tool=python-requests/2.31.0 | ip=172.24.223.153 | lat=12.92776 | lon=77.60979 | result=FAIL"
1985,"2026-02-22T02:42:18.285Z | entity=API Client | email=integration.lumen@partners.example.net | action=""Request blocked by policy"" | resource=https://api.example.com/api/v2/orders/96283?expand=items | tool=Go-http-client/1.1 | client_ip=2001:db8:5e7b:a98a::e59d | lat=1°17'38.8""S | lon=36°50'27.2""E | result=BLOCKED"
1986,"203.0.113.121:37966 - - [2026-01-02 06:52:46.518] ""POST https://portal.corp.example.com/leave/apply?id=9567 HTTP/2.0"" 403 41348 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0"" entity=User user=<isabela.rossi30@corp.example.com> loc=POINT(-21.9678 64.1526) msg=""Forbidden"""
1987,"Jan 26 12:37:41 auth-gw01 audit[7894]: {""entity"":""bot"",""user"":""uptime-checker@infra.example.internal"",""resource"":""/metrics"",""user_agent"":""Prometheus/2.51.1"",""src_ip"":""172.17.86.189"",""geometry"":{""type"":""Point"",""coordinates"":[72.8299,19.1241]},""action"":""resource not found"",""status"":""NOT_FOUND""}"
1988,"198.51.100.38:4402 - - [2026-02-11 03:23:40.259] ""GET /members/downloads HTTP/1.1"" 200 984 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0"" type=GUEST user=<guest_2622@example.com> geo=12.93002,77.57896 msg=""Request allowed"""
1989,"Mar 27 10:27:29 lb01 openvpn[7218]: {""level"":""info"",""entity"":""user"",""target"":""https://portal.corp.example.com/documents/policies"",""client"":""Firefox/125.0"",""src_ip"":""2001:db8::4289"",""latitude"":12.9637,""longitude"":77.6060,""event"":""access granted"",""status"":204}"
1990,"2026-02-27T08:59:53-03:00 | type=USER | email=meera.zhang@corp.example.com | event=""Request allowed"" | src_ip=203.0.113.117 | lat=-23.5894 | lon=-46.6338 | status=200"
1991,"Jun 17 05:58:54 fw01 haproxy[1424]: {""entity"":""user"",""user"":""sneha.zhang@mail.example.org"",""target"":""/projects/alpha"",""ip"":""2001:db8:ba69:35af::f68c"",""geo"":{""lat"":18.5219,""lng"":73.8409},""msg"":""authentication succeeded"",""result"":""SUCCESS""}"
1992,"2026-03-15T17:34:16+05:30 | email=kavya.fernandes@corp.example.com | action=""Unauthorized attempt"" | resource=https://portal.corp.example.com/projects/alpha?id=2345 | client=MobileSafari/17.4.1 | ip=198.51.100.13 | geo=18.490808,73.868130 | result=REJECTED"
1993,"2026-05-25T06:32:15.879+05:30 | entity=Guest | email=guest_1652@example.com | action=""ACCESS GRANTED"" | resource=https://portal.corp.example.com/dashboard | tool=Firefox/125.0 | ip=198.51.100.80 | lat=13.0048 | lon=77.5736 | result=204"
1994,"192.168.117.202 - - [2026-06-26T23:55:26+03:00] ""GET https://artifacts.example.internal/releases/6.2.2.15/app-6.2.2.15.zip HTTP/2.0"" 403 13385 ""-"" ""Boto3/1.34.69"" entity=SERVICE_ACCOUNT loc=POINT(36.8320 -1.3016) msg=""Blocked by WAF policy"""
1995,"<38>1 2026-01-23T07:59:16.059Z auth-gw01 audit 3015 ACCESS - {""level"":""info"",""entity_type"":""guest"",""user"":""visitor.9613@guest.example.org"",""target"":""https://portal.corp.example.com/reports/q1"",""tool"":""Firefox/125.0"",""src_ip"":""203.0.113.114"",""geo"":{""lat"":35.67607,""lng"":139.64344},""event"":""request permitted"",""result"":""OK""}"
1996,"2026-01-08T08:49:32+00:00 | type=customer | user=grace.tanaka+ops@mail.example.co.uk | action=Upstream error | resource=https://shop.example.org/checkout | tool=Edge/124.0.2478.67 | ip=10.51.34.139 | lat=51.4900 | lon=-0.0865 | result=N/A"
1997,"192.0.2.251:52312 - - [31/Mar/2026:11:57:24 +0000] ""GET https://portal.corp.example.com/reports/q1 HTTP/1.1"" 302 12641 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" entity=User user=<sofia.novak84@corp.example.com> loc=POINT(-0.14 51.47) msg=""Login successful"""
1998,"2026-03-29T14:41:05.544+05:30|entity=Admin|email=rahul.brown@hq.example.net|action=""Password reset requested""|resource=\\fileserver01\hr$\contracts\2026\|agent=Edge/124.0.2478.67|ip=2001:0db8:3d35:e69b:207c:35f9:3740:6f75|longitude=-|outcome=PENDING"
1999,"2001:db8:905f:5c4f::2495 - - [2026-06-11 08:32:39.873] ""POST https://admin.corp.example.com/iam/roles HTTP/1.1"" 401 28901 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" role=ADMIN user=<rohan.rao83@hq.example.net> geo=-22.898400,-43.209632 msg=""Login failed"""
2000,"Mar  6 22:35:47 api-gw02 haproxy[4212]: {""level"": ""warn"", ""entity"": ""customer"", ""user"": ""isabela.murphy+2026@customers.example.net"", ""res"": ""/orders/22485"", ""tool"": ""Firefox/124.0.2"", ""src_ip"": ""192.168.141.182"", ""geo"": null, ""event"": ""forbidden"", ""status"": 403}"
2001,"2026-04-06T02:43:21.434+05:30|entity=SERVICE_ACCOUNT|user=ci-runner-19@build.example.internal|action=Login failed|url=\\fileserver01\it$\scripts\rotate_keys.ps1|tool=Boto3/1.34.69|ip=192.168.138.236|lat=19.03959|lon=72.83766|status=FAIL"
2002,"192.168.13 - - [2026-02-28 02:15:48.975] ""POST https://shop.example.org/cart HTTP/1.1"" 404 14064 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" role=CUSTOMER user=<cli@shop.example.org> lat=19.0635 lon=72.8289 msg=""Not found"""
2003,"2026-05-14T22:08:29Z | entity=CUSTOMER | email=vikram-novak@shop.example.org | action=""access denied"" | resource=/orders/96702 | tool=Chrome/123.0.6312.122 | ip=172.23.123.168 | latitude=-22.8809 | longitude=-43.1608 | status=201"
2004,"2026-03-25T23:09:46.442Z | entity_type=User | principal=@mail.example.org | action=""Password reset requested"" | resource=/timesheets | tool=Chrome/123.0.6312.122 | src_ip=172.31.94.166 | lat=1.31425 | lng=103.81420 | status=PENDING"
2005,"2026-05-16T14:36:22Z | type=Guest | email=visitor.9525@guest.example.org | action=""Request blocked by policy"" | url=https://portal.corp.example.com/leave/apply | tool=Safari/17.4.1 | client_ip=2001:db8::c79e | lat=-33.886945 | lon=151.252437 | status=403"
2006,"[24/May/2026:01:27:49 +0530] Guest guest_9382@example.com failed to authenticate to https://portal.corp.example.com/home?id=7947 via Chrome/123.0.6312.122 from 2001:db8:ef9b:cd56::1420 at 18°29'38.8""N 73°48'59.8""E - 401 Unauthorized"
2007,"2026-02-20T21:10:37+05:30 | entity=Bot | email=uptime-checker@infra.example.internal | action=""Authenticated successfully"" | resource=http://10.20.0.191:8080/actuator/health | agent=- | src_ip=192.168.34.144 | latitude=12.9328 | longitude=77.6099 | status=ok"
2008,"2026-01-26T10:26:44.924+05:30|entity=user|email=OMAR.SATO@EU.CORP.EXAMPLE.COM|action=""Request blocked by policy""|url=/reports/weekly?id=8346|tool=MobileSafari/17.4.1|ip=2001:db8:27fc:6510::921c|lat=19.0520|lon=72.8627|status=403"
2009,"1778392648 | entity=USER | principal=meera_li@hq.example.net | action=""Permission granted"" | resource=https://portal.corp.example.com/dashboard | tool=MobileSafari/17.4.1 | ip=172.16.8.203 | lat= | status=ALLOWED"
2010,"2001:db8:5483:1ec3::2de8 - - [2026-04-21 01:47:37.306] ""GET http://10.20.0.207:8080/actuator/health HTTP/1.1"" 200 13580 ""-"" ""-"" type=Bot user=<synthetic-probe@infra.example.internal> loc=POINT(-21.987 64.162) msg=""Logout"""
2011,"192.168.206.46:64418 - - [2026-03-30T07:02:53-05:00] ""POST http://10.20.0.151:8080/actuator/health HTTP/1.1"" 200 26209 ""-"" ""curl/8.4.0"" role=Bot user=<synthetic-probe@infra.example.internal> lat=40.75179 lon=-74.00546 msg=""Request allowed"""
2012,"2026-05-08T16:50:02Z User chen.andersen@example.com was granted access to https://portal.corp.example.com/reports/q2 from 192.0.2.143 using Chrome/123.0.6312.122, location [N19.053700 E72.888639], result ALLOWED"
2013,"198.51.100.233 - - [2026-01-18 11:05:03.696] ""GET https://portal.corp.example.com/payslips HTTP/1.1"" 201 12056 ""https://portal.corp.example.com/login"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"" type=User user=<lucas.v.mensah@example.gov.in> loc=POINT(139.67554 35.71282) msg=""Authorized"""
2014,"[10/Jan/2026:10:09:59 +0530] [fail] User knovak@hq.example.net connecting from 192.0.2.60 with Firefox/124.0.2 located at 12°57'12.2""N 77°34'25.5""E failed to authenticate to https://portal.corp.example.com/home."
2015,"1770784660|entity=user|email=kavya_haddad@corp.example.com|event=Request blocked by policy|resource=/payslips|tool=Firefox/125.0|client_ip=10.233.71.195|lat=12.9942|lng=77.5854|status=DENIED"
2016,"<38>1 2026-04-25T17:59:15.542Z sso02 authd 7717 AUTH - {""level"":""notice"",""entity"":""user"",""res"":""https://portal.corp.example.com/home"",""user_agent"":""Chrome/123.0.6312.122"",""src_ip"":""192.0.2.35"",""geo"":{""lat"":-23.52,""lng"":-46.66},""msg"":""blocked by policy"",""http_status"":403}"
2017,"Feb 18 12:30:44 auth-gw02 haproxy[9428]: {""entity"":""admin"",""email"":""lucas.zhang@corp.example.com"",""target"":""/admin/roles/42609"",""client"":""OpenSSH_9.6p1"",""src_ip"":""203.0.113.166"",""latitude"":1.3460,""longitude"":103.7715,""msg"":""login failed"",""result"":""FAILED""}"
2018,"[27/Jun/2026:04:41:51 +0530] [OK] integration.lumen@partners.example.net connecting from 198.51.100.89 with curl/8.4.0 located at 18°28'40.8""N 73°49'33.6""E authenticated successfully to /api/v2/invoices?status=open&page=3."
2019,"2026-04-24 10:18:03 | ip=192.0.2.84 | tool=Firefox/124.0.2 | event=Request blocked by policy | lat=35.6441 | lon=139.6946 | user=esharma@hq.example.net | status=DENIED | url=https://portal.corp.example.com/reports/q2"
2020,"02/10/2026 02:36:09 PM - API Client api-client-5210@partners.example.net was allowed to access /api/v1/users/81069/roles via curl/8.4.0 from 192.0.2.107 [S22.933 W43.126] - 201 Created"
2021,"<134>1 2026-01-17T22:21:33.135Z sso02 audit 7128 AUDIT - {""entity_type"":""admin"",""user"":""mateo.brown74@corp.example.com"",""res"":""/admin/users?page=13"",""tool"":""Edge/124.0.2478.67"",""src_ip"":""198.51.100.111"",""msg"":""request permitted"",""result"":""ALLOWED""}"
2022,"2026-05-18T04:37:09.122Z | entity_type=USER | email=liam_fernandes@corp.example.com | action=""Request blocked by policy"" | url=/timesheets | client=Safari/17.4.1 | ip=203.0.113.127 | lat=19.0499 | lng=72.8813 | status=BLOCKED"
2023,"172.23.143.170 - - [2026-06-26 20:16:52.451] ""POST /dashboard HTTP/1.1"" 204 38416 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0"" entity=USER user=<ingrid.p.smith@mail.example.org> lon=73.896685 msg=""Authorized"""
2024,"[04/Feb/2026:06:21:21 +0530] Admin ""Lucas Fernandes"" <lucas-fernandes@corp.example.com> was denied access to https://admin.corp.example.com/admin/billing/export via Edge/124.0.2478.67 from 10.122.78.138 - 403 Forbidden"
2025,"04/04/2026 04:22:57 PM - Service Account <svc-monitoring@infra.example.internal> was granted access to /home/deploy/.ssh/authorized_keys from 10.239.191.54 using psql/16.2, location (loc: -33.859806, 151.196850) [SUCCESS]"
2026,"<38>1 2026-05-07T18:38:27.099Z sso01 openvpn 4080 ACCESS - {""entity_type"":""customer"",""user"":""sneha.s.desai@example.com"",""tool"":""Chrome/123.0.6312.122"",""src_ip"":""192.168.157.51"",""geometry"":{""type"":""Point"",""coordinates"":[72.918857,19.079737]},""msg"":""request permitted"",""status"":""ALLOWED""}"
2027,"2026-01-27T10:13:07Z | entity=user | email=fivanova@corp.example.com | action=""Request allowed"" | resource=https://portal.corp.example.com/wiki/Onboarding | tool=Chrome/124.0.6367.91 | ip=192.0.2.225 | lat=64.1452 | lon=-21.9529 | result=200"
2028,"Mar 19 04:31:17 auth-gw02 openvpn[1161]: {""level"":""notice"",""entity_type"":""admin"",""principal"":""nadia-joshi@corp.example.com"",""resource"":""/srv/data/exports/customers_2026-03-02.csv"",""tool"":""Firefox/125.0"",""remote_addr"":""10.106.194.206"",""latitude"":1.3393,""longitude"":103.8590,""msg"":""access granted"",""outcome"":""ALLOWED""}"
2029,"1773930775 | entity=service_account | action=""Upstream error"" | resource=/home/deploy/.ssh/authorized_keys | client=aws-cli/2.15.0 | ip=192.168.44.201 | status=ERROR"
2030,"2026-04-09T09:43:38Z | entity=N/A | email=sneha.joshi@corp.example.com | action=""Login successful"" | client=Firefox/124.0.2 | src_ip=2001:db8:a923:e952::c5c1 | lon= | outcome=SUCCESS"
2031,"Mar  5 23:55:42 k8s-api01 audit[9043]: {""entity"": ""api_client"", ""email"": ""api-client-4625@partners.example.net"", ""res"": ""https://api.example.com/api/v1/users/43645/roles"", ""client"": ""PostmanRuntime/7.37.0"", ""ip"": ""192.0.2.245"", ""event"": ""authentication failed"", ""status"": 401}"
2032,"07-03-2026 06:32;CUSTOMER;AISHA_ROSSI@SHOP.EXAMPLE.ORG;Firefox/125.0;N/A;18°33'39.6""N;73°53'38.8""E;172.31.10.119;LOGIN OK;ok"
2033,"2026-04-17 01:36:52 | entity=user | email=meera.brown@example.com | action=""Unauthorized attempt"" | url=https://portal.corp.example.com/timesheets#timeline | tool=Chrome/123.0.6312.122 | src_ip=192.0.2.167 | lat=18.5307 | lng=73.8355 | status=DENIED"
2034,"2026-04-27T23:32:03+00:00 | src_ip=10.221.144.126 | action=""Access granted"" | lat=51.5521 | entity=SERVICE_ACCOUNT | tool=psql/16.2 | user=svc-etl@infra.example.internal | outcome=ALLOWED | resource=postgres://billing.example.internal:5432/ledger?sslmode=require | lon=-0.0859"
2035,"2026-06-22T20:38:46.398Z | entity=api_client | user=api-client-7093@partners.example.net | action=Access granted | path=ftp://files.example.net/outbound/batch_284.zip | client=PostmanRuntime/7.37.0 | src_ip=192.0.2.2 | lat=-33.8189 | lon=151.2248 | status=204"
2036,"[22/Apr/2026:17:32:21 -0500] User pmenon@example.co.uk authenticated successfully to /documents/policies from 203.0.113.231 using Firefox/125.0, location (loc: 40.7385349, -73.9768942), result OK"
2037,"2026-13-29T02:22:40+05:30 | entity=user | email=ethan-li@corp.example.com | action=""access denied"" | resource=https://portal.corp.example.com/timesheets?id=9961 | tool=Safari/17.4.1 | ip=192.168.161.97 | lat=12.9359 | lng=77.5596 | status=FAILED"
2038,"[23/Jan/2026:13:41:58 -0500] User <elena9342@eu.corp.example.com> authenticated successfully to /reports/q2?id=8331 via MobileSafari/17.4.1 from 10.182.166.37 at 40°45'40.3""N 73°57'56.8""W - 200 OK"
2039,"[01/Apr/2026:15:33:49 +0530] User grace7760@eu.corp.example.com was refused access to https://portal.corp.example.com/projects/alpha via Firefox/125.0 from 203.0.113.200 [N13.01914 E77.57193] - 403 Forbidden"
2040,"2026-04-29T02:26:56Z intern integration.cobalt@partners.example.net was rate limited on ftp://files.example.net/export/q4%20final.csv from 2001:db8::43fd [N18.5560 E73.8600] - status: THROTTLED"
2041,"203.0.113.237 - - [16/Apr/2026:10:58:01 +0000] ""GET /payslips?id=2540 HTTP/1.1"" 302 7483 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36"" entity=USER user=<arjun.p.menon@example.co.uk> geo=51.52205,-0.16859 msg=""Session started"""
2042,"2026-06-23T19:29:11Z | outcome= | resource=/leave/apply | tool=MobileSafari/17.4.1 | action=Login failed | entity=USER | lat=N/A | ip=2001:db8::9f6b"
2043,"2026-03-22 19:38:23 | type=USER | email=aisha.iyer@hq.example.net | action=""Rate limited"" | resource=/reports/weekly | client=Chrome/123.0.6312.122 | ip=172.24.230.62 | lon=139.658074 | status=RATE_LIMITED"
2044,"03/30/2026 04:20:00 PM - API Client integration.orbit@partners.example.net was granted access to https://api.example.com/v2/shipments?status=in_transit using PostmanRuntime/7.37.0 from 198.51.100.130 [OK]"
2045,"<38>1 2026-02-08T18:32:55.177Z lb01 guard 5029 AUTH - {""level"": ""notice"", ""entity_type"": ""api_client"", ""user"": ""api-client-7288@partners.example.net"", ""res"": ""https://api.example.com/api/v2/orders/19545?expand=items"", ""client"": ""PostmanRuntime/7.37.0"", ""src_ip"": ""198.51.100.723"", ""latitude"": 18.5554, ""longitude"": 73.8801, ""msg"": ""request permitted"", ""result"": ""SUCCESS""}"
2046,"01/05/2026 01:38:41 PM - [SERVICE_ACCOUNT] svc-etl@infra.example.internal requested a password reset for https://vault.corp.example.com/secrets/dev via kubectl/v1.29.3 from 192.168.206.48 (loc: 18.525823, 73.841275) - 202 Accepted"
2047,"2026-05-20T09:06:45+05:30 | entity_type=CUSTOMER | user=yuki.e.sato@example.com | event=Login failed | url=/account | client=Chrome/124.0.6367.91 | ip=172.21.18.131 | lat=12.9800 | lng=77.5788 | status=401"
2048,"2026-04-12T06:56:26Z [ok] User ""Elena Murphy"" <elena.murphy+test@example.gov.in> connecting from 198.51.100.246 with Firefox/124.0.2 located (12.94830, 77.62511) authenticated successfully to /reports/q2?id=4202."
2049,"2026-02-26T02:13:11Z | entity_type=CUSTOMER | email=grace.rossi@mail.example.co.uk | action=""ACCESS GRANTED"" | resource=https://shop.example.org/returns/31393 | tool=MobileSafari/17.4.1 | src_ip=2001:db8:f7cf:fda::71df | geo=-33.9126,151.2324 | outcome=success"
2050,"28-04-2026 07:26:03;ADMIN;OLIVIA.SATO@CORP.EXAMPLE.COM;Firefox/125.0;postgres://billing.example.internal:5432/ledger?sslmode=require;-22.943;-43.152;172.25.128.53;LOGIN FAILED;fail"
2051,"203.0.113.163 - - [26/May/2026:14:46:41 +0000] ""POST /api/v2/search?q=annual%20report%202025 HTTP/1.1"" 200 - ""-"" ""Go-http-client/1.1"" type=API_CLIENT user=<integration.redwood@partners.example.net> msg=""Request allowed"""
2052,"2026-04-28T06:24:55.506Z | entity=customer | principal=FATIMA.FERNANDES@MAIL.EXAMPLE.CO.UK | action=""Authenticated successfully"" | resource=/account | tool=Firefox/124.0.2 | ip=192.0.2.222 | lat=1.39276 | lon=103.81914 | status=ok"
2053,"192.0.2.64 - - [03/Jun/2026:16:21:36 -0300] ""GET /admin/billing/export HTTP/1.1"" 401 30599 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" entity=Admin user=<isabela.b.khan@corp.example.com> loc=POINT(-46.625 -23.528) msg=""Login failed"""
2054,"2026-02-13T17:52:46Z | entity=USER | principal=omar4483@example.gov.in | action=""Permission granted"" | url=/documents/policies | tool= | ip=198.51.100.132 | lat=12°55'50.9""N | lon=77°33'53.6""E | status=DENIED"
2055,"2026-04-17T21:43:24Z | entity=SERVICE_ACCOUNT | email=svc-reporting@infra.example.internal | action=Authenticated successfully | url=\\nas02\finance\reports\Q1\ | client=python-requests/2.31.0 | ip=192.168.43.220 | lon= | status=SUCCESS"
2056,"Jan 20 08:11:26 k8s-api01 openvpn[6365]: {""level"":""warn"",""principal_type"":""admin"",""user"":""opatel@hq.example.net"",""resource"":""/admin/roles/47746"",""client"":""Firefox/125.0"",""src_ip"":""192.0.2.85"",""location"":""1.38333,103.79335"",""event"":""request permitted"",""result"":""SUCCESS""}"
2057,"2026-05-14T23:35:31Z | event=Authentication failed | lon=139.6319 | lat=35.6954 | email=ksmith@mail.example.co.uk | outcome=FAIL | tool=Safari/17.4.1 | ip=192.0.2.55 | entity_type=CUSTOMER"
2058,"198.51.100.52 - - [2026-05-19T11:22:59-03:00] ""GET /projects/alpha?id=3675 HTTP/1.1"" 200 - ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"" type=User user=<anita.murphy+alerts@corp.example.com> loc=POINT(-46.6238 -23.5504) msg=""Request allowed"""
2059,"19-05-2026 05:40:59;USER;ELENA.SHARMA@CORP.EXAMPLE.COM;Firefox/125.0;https://portal.corp.example.com/projects/alpha;64.1307;-21.9287;2001:0db8:91cf:c429:dcc7:4a73:4110:86df;ACCESS PERMITTED;SUCCESS"
2060,"May 24 00:39:08 auth-gw02 haproxy[9181]: {""entity_type"": ""user"", ""user"": ""dsilva@corp.example.com"", ""user_agent"": ""Firefox/124.0.2"", ""src_ip"": ""198.51.100.133"", ""geo"": {""lat"": 19.0880, ""lng"": 72.9136}, ""event"": ""forbidden"", ""status"": ""DENIED""}"
2061,"2026-06-14T12:17:37Z | entity=customer | email=mateo.rossi@example.com | action=User logged out | resource=/account | tool=Safari/17.4.1 | ip=192.0.2.80 | lat=64.0986 | lon=-21.9828 | status=SUCCESS"
2062,"[07/Jun/2026:04:25:19 +0530] API Client integration.lumen@partners.example.net authenticated successfully to ftp://files.example.net/export/q3%20final.csv via Go-http-client/1.1 from 203.0.113.4 (12.94275, 77.62693) [SUCCESS]"
2063,"1773525964 | user=sofia-dlamini@corp.example.com | action=access granted | url=/admin/payroll/export | tool=Insomnia/8.6.1 | ip=10.19.152.133 | lat=19.09341 | lng=72.85388 | status=200"
2064,"2026-01-03T06:54:02.640Z | entity_type=USER | email=- | action=""Token expired"" | resource=C:\Users\Public\Documents\handover.docx | tool=MobileSafari/17.4.1 | ip=192.0.2.223 | lat=-33.87993 | lon=151.16601 | status=TIMEOUT"
2065,"31-03-2026 22:00:05;SERVICE_ACCOUNT;ci-runner-07@build.example.internal;terraform/1.7.2;s3://tf-state/prod/network.tfstate;;;10.40.12.7;Access granted;SUCCESS"
2066,"12-06-2026 14:24:46;GUEST;GUEST_8346@EXAMPLE.COM;Safari/17.4.1;https://portal.corp.example.com/payslips;18.551 N;73.877 E;198.51.100.98;Login attempt rejected;FAILED"
2067,"04-06-2026 03:15;SERVICE_ACCOUNT;;python-requests/2.31.0;\\fileserver01\hr$\contracts\2026\;19.1232 N;72.8721 E;10.127.231.104;LOGIN FAILED;FAILED"
2068,"[13/Feb/2026:23:25:55 +0300] Admin yuki.nair@corp.example.com was permitted to access /admin/users?page=10 from 2001:db8:7a35:16e4::4fd5 using Edge/124.0.2478.67, location at lat -1.3363 lon 36.7866, result SUCCESS"
2069,"192.0.2.159 - guest_6689@example.com [2026-05-26 02:21:23.945] ""DELETE /events/2026/registration HTTP/1.1"" 403 37318 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"" type=GUEST geo=-33.8944,151.2055 msg=""Access denied: insufficient privileges"""
2070,"Mar  4 00:11:15 auth-gw02 haproxy[5785]: {""entity"":""api-client"",""user"":""api-client-1085@partners.example.net"",""res"":""ftp://files.example.net/outbound/batch_801.zip"",""client"":""insomnia/8.6.1"",""remote_addr"":""203.0.113.132"",""geo"":{""lat"":18.5595,""lng"":73.8527},""msg"":""permitted"",""http_status"":200}"
2071,"19-05-2026 19:50:22;API_CLIENT;api-client-8401@partners.example.net;;https://api.example.com/api/v2/invoices?status=open&page=7;40.7499 N;73.9682 W;198.51.100.39;Declined by policy;BLOCKED"
2072,"10.123.143.84 - - [2026-01-07 16:03:59.862] ""GET https://vault.corp.example.com/secrets/prod HTTP/1.1"" 200 13448 ""https://portal.corp.example.com/login"" ""python-requests/2.31.0"" entity=SERVICE_ACCOUNT lat=18.478951 lon=73.858721 msg=""Request allowed"""
2073,"2026-06-04T07:10:05Z | entity=bot | user=uptime-checker@infra.example.internal | action=""Access granted"" | resource=/metrics | tool=Go-http-client/1.1 | src_ip=2001:0db8:a5f7:c4c2:83ab:2bb1:0831:6eb1 | latitude= | status=SUCCESS"
2074,"[20/Mar/2026:10:25:03 +0530] Service Account svc-monitoring@infra.example.internal successfully accessed /srv/data/exports/customers_2026-03-01.csv from 10.208.63.76 using Ansible 2.16.4, location (loc: 18.5131, 73.8150), result 200 OK"
2075,"Jan 10 22:59:56 api-gw01 gatekeeper[7458]: {""entity_type"":""service-account"",""user"":""svc-reporting@infra.example.internal"",""resource"":""s3://tf-state/prod/network.tfstate"",""user_agent"":""Ansible 2.16.4"",""ip"":""172.22.217.40"",""latitude"":12.9955,""longitude"":77.6416,""event"":""permitted"",""result"":""SUCCESS""}"
